"Date","ISO","Country","Scale","Note"
22/03/2020,"STP","São Tomé and Príncipe","National",
22/03/2020,"SVK","Slovakia","National",
22/03/2020,"SVN","Slovenia","National",
22/03/2020,"SWE","Sweden","National","National closure of all upper secondary educational institutions and universities."
22/03/2020,"SWZ","Eswatini","National",
22/03/2020,"SYC","Seychelles","Localized",
22/03/2020,"SYR","Syria Arab Republic","National",
22/03/2020,"TCD","Chad","National",
22/03/2020,"TGO","Togo","National",
22/03/2020,"THA","Thailand","National",
22/03/2020,"TTO","Trinidad and Tobago","National",
22/03/2020,"TUN","Tunisia","National",
22/03/2020,"TUR","Turkey","National",
22/03/2020,"TZA","United Republic of Tanzania","National","Data on enrolment in tertiary education programmes is not available."
22/03/2020,"UGA","Uganda","National",
22/03/2020,"UKR","Ukraine","National",
22/03/2020,"URY","Uruguay","National",
22/03/2020,"USA","United States of America","Localized",
22/03/2020,"UZB","Uzbekistan","National",
22/03/2020,"VCT","Saint Vincent and the Grenadines","National",
22/03/2020,"VEN","Venezuela","National","Data on enrolment in tertiary education programmes is not available."
22/03/2020,"VGB","British Virgin Islands","National",
22/03/2020,"VNM","Viet Nam","Localized","While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
22/03/2020,"YEM","Yemen","Localized",
22/03/2020,"ZAF","South Africa","National",
22/03/2020,"ZMB","Zambia","National",
23/03/2020,"AFG","Afghanistan","National",
23/03/2020,"ALB","Albania","National",
23/03/2020,"AND","Andorra","National",
23/03/2020,"ARE","United Arab Emirates","National",
23/03/2020,"ARG","Argentina ","National",
23/03/2020,"ARM","Armenia","National",
23/03/2020,"AUS","Australia","Localized",
23/03/2020,"AUT","Austria","National",
23/03/2020,"AZE","Azerbaijan","National",
23/03/2020,"BEL","Belgium","National",
23/03/2020,"BFA","Burkina Faso ","National",
23/03/2020,"BGD","Bangladesh","National",
23/03/2020,"BGR","Bulgaria","National",
23/03/2020,"BHR","Bahrain","National",
23/03/2020,"BHS","Bahamas","National","Data on enrolment in tertiary education programmes is not available."
23/03/2020,"BIH","Bosnia and Herzegovina","National",
23/03/2020,"BLZ","Belize","National",
23/03/2020,"BMU","Bermuda","National",
23/03/2020,"BOL","Bolivia (Plurinational State of)","National","Data on enrolment in tertiary education programmes is not available."
23/03/2020,"BRA","Brazil","Localized","While 11 of 26 states and the Federal District have anticipated school break, 15 states in Brazil have announced state-wide school closures"
23/03/2020,"BRN","Brunei Darussalam","National",
23/03/2020,"BTN","Bhutan","National",
23/03/2020,"BWA","Botswana","National",
23/03/2020,"CAN","Canada","Localized","The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
23/03/2020,"CHE","Switzerland","National",
23/03/2020,"CHL","Chile","National",
23/03/2020,"CHN","China","National",
23/03/2020,"CHN","China, Hong Kong Special Administrative Region","National",
23/03/2020,"CHN","China, Macao Special Administrative Region","National",
23/03/2020,"CIV","Cote d'Ivoire","National",
23/03/2020,"CMR","Cameroon","National",
23/03/2020,"COD","Democratic Republic of the Congo","National",
23/03/2020,"COL","Colombia","National",
23/03/2020,"COM","Comoros","National",
23/03/2020,"CRI","Costa Rica","National",
23/03/2020,"CYM","Cayman Islands","National","Data on enrolment in tertiary education programmes is not available."
23/03/2020,"CYP","Cyprus","National",
23/03/2020,"CZE","Czechia","National",
23/03/2020,"DEU","Germany","National",
23/03/2020,"DJI","Djibouti","National",
23/03/2020,"DMA","Dominica","National","Data on enrolment in tertiary education programmes is not available."
23/03/2020,"DNK","Denmark","National",
23/03/2020,"DOM","Dominican Republic","National",
23/03/2020,"DZA","Algeria","National",
23/03/2020,"ECU","Ecuador","National",
23/03/2020,"EGY","Egypt","National",
23/03/2020,"ESP","Spain","National",
23/03/2020,"EST","Estonia","National",
23/03/2020,"ETH","Ethiopia","National",
23/03/2020,"FIN","Finland","National",
23/03/2020,"FJI","Fiji","National",
23/03/2020,"FRA","France","National",
23/03/2020,"FRO","Faroe Islands","National","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
23/03/2020,"GAB","Gabon","National",
23/03/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
23/03/2020,"GEO","Georgia","National",
23/03/2020,"GHA","Ghana","National",
23/03/2020,"GIB","Gibraltar","National","Data on enrolment in tertiary education programmes is not available."
23/03/2020,"GMB","Gambia","National",
23/03/2020,"GNB","Guinea-Bissau","National","Data on enrolment in tertiary education programmes is not available."
23/03/2020,"GNQ","Equatorial Guinea ","National","Data on enrolment in tertiary education programmes is not available."
23/03/2020,"GRC","Greece","National",
23/03/2020,"GRD","Grenada","National",
23/03/2020,"GRL","Greenland","Localized",
23/03/2020,"GTM","Guatemala","National",
23/03/2020,"HND","Honduras","National",
23/03/2020,"HRV","Croatia","National",
23/03/2020,"HTI","Haiti","National",
23/03/2020,"HUN","Hungary","National",
23/03/2020,"IDN","Indonesia","Localized",
23/03/2020,"IND","India","National",
23/03/2020,"IRL","Ireland","National",
23/03/2020,"IRN","Iran (Islamic Republic of)","National",
23/03/2020,"IRQ","Iraq","National"," Universities on term break. Closures not related to COVID-19. "
23/03/2020,"ISL","Iceland","National","Primary education institutions can remain open, if classes of under 20 children are assured."
23/03/2020,"ISR","Israel","National",
23/03/2020,"ITA","Italy","National",
23/03/2020,"JAM","Jamaica","National",
23/03/2020,"JOR","Jordan","National",
23/03/2020,"JPN","Japan","National",
23/03/2020,"KAZ","Kazakhstan","National",
23/03/2020,"KEN","Kenya","National",
23/03/2020,"KGZ","Kyrgyzstan ","National",
23/03/2020,"KHM","Cambodia","National",
23/03/2020,"KOR","Republic of Korea","National","Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
23/03/2020,"KWT","Kuwait","National",
23/03/2020,"LAO","Lao PDR","National",
23/03/2020,"LBN","Lebanon","National",
23/03/2020,"LBR","Liberia","National",
23/03/2020,"LBY","Libya","National",
23/03/2020,"LCA","Saint Lucia","National",
23/03/2020,"LIE","Liechtenstein","National",
23/03/2020,"LKA","Sri Lanka","National",
23/03/2020,"LSO","Lesotho","National",
23/03/2020,"LTU","Lithuania","National",
23/03/2020,"LUX","Luxembourg","National",
23/03/2020,"LVA","Latvia","National",
23/03/2020,"MAR","Morocco","National",
23/03/2020,"MCO","Monaco","National",
23/03/2020,"MDA","Republic of Moldova","National",
23/03/2020,"MDG","Madagascar","National",
23/03/2020,"MDV","Maldives","National",
23/03/2020,"MEX","Mexico","National",
23/03/2020,"MKD","North Macedonia","National",
23/03/2020,"MLI","Mali","National",
23/03/2020,"MLT","Malta","National",
23/03/2020,"MMR","Myanmar","National",
23/03/2020,"MNE","Montenegro ","National",
23/03/2020,"MNG","Mongolia","National",
23/03/2020,"MOZ","Mozambique","National",
23/03/2020,"MRT","Mauritania ","National",
23/03/2020,"MSR","Montserrat","National",
23/03/2020,"MUS","Mauritius","National",
23/03/2020,"MWI","Malawi ","National",
23/03/2020,"MYS","Malaysia","National",
23/03/2020,"NAM","Namibia  ","National",
23/03/2020,"NER","Niger","National",
23/03/2020,"NGA","Nigeria","National",
23/03/2020,"NLD","Netherlands","National",
23/03/2020,"NOR","Norway","National",
23/03/2020,"NPL","Nepal","National",
23/03/2020,"PAK","Pakistan ","National",
23/03/2020,"PAN","Panama","National",
23/03/2020,"PER","Peru","National",
23/03/2020,"PHL","Philippines","Localized",
23/03/2020,"POL","Poland","National",
23/03/2020,"PRK","Democratic People's Republic of Korea","National",
23/03/2020,"PRT","Portugal","National",
23/03/2020,"PRY","Paraguay ","National",
23/03/2020,"PSE","Palestine","National",
23/03/2020,"QAT","Qatar","National",
23/03/2020,"ROU","Romania","National"," While all schools are closed, most universities are open. "
23/03/2020,"RUS","Russian Federation","Localized"," Majority of schools on holiday "
23/03/2020,"RWA","Rwanda ","National",
23/03/2020,"SAU","Saudi Arabia","National",
23/03/2020,"SDN","Sudan","National",
23/03/2020,"SEN","Senegal","National",
23/03/2020,"SLV","El Salvador","National",
23/03/2020,"SMR","San Marino","National",
23/03/2020,"SOM","Somalia","National","Data on enrolment in tertiary education programmes is not available."
23/03/2020,"SRB","Serbia","National",
23/03/2020,"SSD","South Sudan","National","Data on enrolment in tertiary education programmes is not available."
23/03/2020,"STP","São Tomé and Príncipe","National",
23/03/2020,"SVK","Slovakia","National",
23/03/2020,"SVN","Slovenia","National",
23/03/2020,"SWE","Sweden","National","National closure of all upper secondary educational institutions and universities."
23/03/2020,"SWZ","Eswatini","National",
23/03/2020,"SYC","Seychelles","Localized",
23/03/2020,"SYR","Syria Arab Republic","National",
23/03/2020,"TCD","Chad","National",
23/03/2020,"TGO","Togo","National",
23/03/2020,"THA","Thailand","National",
23/03/2020,"TLS","Timor-Leste","National",
23/03/2020,"TTO","Trinidad and Tobago","National",
23/03/2020,"TUN","Tunisia","National",
23/03/2020,"TUR","Turkey","National",
23/03/2020,"TZA","United Republic of Tanzania","National","Data on enrolment in tertiary education programmes is not available."
23/03/2020,"UGA","Uganda","National",
23/03/2020,"UKR","Ukraine","National",
23/03/2020,"URY","Uruguay","National",
23/03/2020,"USA","United States of America","Localized",
23/03/2020,"UZB","Uzbekistan","National",
23/03/2020,"VCT","Saint Vincent and the Grenadines","National",
23/03/2020,"VEN","Venezuela","National","Data on enrolment in tertiary education programmes is not available."
23/03/2020,"VGB","British Virgin Islands","National",
23/03/2020,"VNM","Viet Nam","National","While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
23/03/2020,"YEM","Yemen","Localized",
23/03/2020,"ZAF","South Africa","National",
23/03/2020,"ZMB","Zambia","National",
24/03/2020,"AFG","Afghanistan","National",
24/03/2020,"AGO","Angola","National",
24/03/2020,"ALB","Albania","National",
24/03/2020,"AND","Andorra","National",
24/03/2020,"ARE","United Arab Emirates","National",
24/03/2020,"ARG","Argentina ","National",
24/03/2020,"ARM","Armenia","National",
24/03/2020,"AUS","Australia","Localized",
24/03/2020,"AUT","Austria","National",
24/03/2020,"AZE","Azerbaijan","National",
24/03/2020,"BEL","Belgium","National",
24/03/2020,"BFA","Burkina Faso ","National",
24/03/2020,"BGD","Bangladesh","National",
24/03/2020,"BGR","Bulgaria","National",
24/03/2020,"BHR","Bahrain","National",
24/03/2020,"BHS","Bahamas","National","Data on enrolment in tertiary education programmes is not available."
24/03/2020,"BIH","Bosnia and Herzegovina","National",
24/03/2020,"BLZ","Belize","National",
24/03/2020,"BMU","Bermuda","National",
24/03/2020,"BOL","Bolivia (Plurinational State of)","National","Data on enrolment in tertiary education programmes is not available."
24/03/2020,"BRA","Brazil","Localized","While 11 of 26 states and the Federal District have anticipated school break, 15 states in Brazil have announced state-wide school closures"
24/03/2020,"BRN","Brunei Darussalam","National",
24/03/2020,"BTN","Bhutan","National",
24/03/2020,"BWA","Botswana","National",
24/03/2020,"CAN","Canada","Localized","The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
24/03/2020,"CHE","Switzerland","National",
24/03/2020,"CHL","Chile","National",
24/03/2020,"CHN","China","National",
24/03/2020,"CHN","China, Hong Kong Special Administrative Region","National",
24/03/2020,"CHN","China, Macao Special Administrative Region","National",
24/03/2020,"CIV","Cote d'Ivoire","National",
24/03/2020,"CMR","Cameroon","National",
24/03/2020,"COD","Democratic Republic of the Congo","National",
24/03/2020,"COK","Cook Islands","National",
24/03/2020,"COL","Colombia","National",
24/03/2020,"COM","Comoros","National",
24/03/2020,"CRI","Costa Rica","National",
24/03/2020,"CUB","Cuba","National",
24/03/2020,"CYM","Cayman Islands","National","Data on enrolment in tertiary education programmes is not available."
24/03/2020,"CYP","Cyprus","National",
24/03/2020,"CZE","Czechia","National",
24/03/2020,"DEU","Germany","National",
24/03/2020,"DJI","Djibouti","National",
24/03/2020,"DMA","Dominica","National","Data on enrolment in tertiary education programmes is not available."
24/03/2020,"DNK","Denmark","National",
24/03/2020,"DOM","Dominican Republic","National",
24/03/2020,"DZA","Algeria","National",
24/03/2020,"ECU","Ecuador","National",
24/03/2020,"EGY","Egypt","National",
24/03/2020,"ESP","Spain","National",
24/03/2020,"EST","Estonia","National",
24/03/2020,"ETH","Ethiopia","National",
24/03/2020,"FIN","Finland","National",
24/03/2020,"FJI","Fiji","National",
24/03/2020,"FRA","France","National",
24/03/2020,"FRO","Faroe Islands","National","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
24/03/2020,"GAB","Gabon","National",
24/03/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
24/03/2020,"GEO","Georgia","National",
24/03/2020,"GHA","Ghana","National",
24/03/2020,"GIB","Gibraltar","National","Data on enrolment in tertiary education programmes is not available."
24/03/2020,"GMB","Gambia","National",
24/03/2020,"GNB","Guinea-Bissau","National","Data on enrolment in tertiary education programmes is not available."
24/03/2020,"GNQ","Equatorial Guinea ","National","Data on enrolment in tertiary education programmes is not available."
24/03/2020,"GRC","Greece","National",
24/03/2020,"GRD","Grenada","National",
24/03/2020,"GRL","Greenland","Localized",
24/03/2020,"GTM","Guatemala","National",
24/03/2020,"HND","Honduras","National",
24/03/2020,"HRV","Croatia","National",
24/03/2020,"HTI","Haiti","National",
24/03/2020,"HUN","Hungary","National",
24/03/2020,"IDN","Indonesia","Localized",
24/03/2020,"IND","India","National",
24/03/2020,"IRL","Ireland","National",
24/03/2020,"IRN","Iran (Islamic Republic of)","National",
24/03/2020,"IRQ","Iraq","National"," Universities on term break. Closures not related to COVID-19. "
24/03/2020,"ISL","Iceland","National","Primary education institutions can remain open, if classes of under 20 children are assured."
24/03/2020,"ISR","Israel","National",
24/03/2020,"ITA","Italy","National",
24/03/2020,"JAM","Jamaica","National",
24/03/2020,"JOR","Jordan","National",
24/03/2020,"JPN","Japan","National",
24/03/2020,"KAZ","Kazakhstan","National",
24/03/2020,"KEN","Kenya","National",
24/03/2020,"KGZ","Kyrgyzstan ","National",
24/03/2020,"KHM","Cambodia","National",
24/03/2020,"KOR","Republic of Korea","National","Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
24/03/2020,"KWT","Kuwait","National",
24/03/2020,"LAO","Lao PDR","National",
24/03/2020,"LBN","Lebanon","National",
24/03/2020,"LBR","Liberia","National",
24/03/2020,"LBY","Libya","National",
24/03/2020,"LCA","Saint Lucia","National",
24/03/2020,"LIE","Liechtenstein","National",
24/03/2020,"LKA","Sri Lanka","National",
24/03/2020,"LSO","Lesotho","National",
24/03/2020,"LTU","Lithuania","National",
24/03/2020,"LUX","Luxembourg","National",
24/03/2020,"LVA","Latvia","National",
24/03/2020,"MAR","Morocco","National",
24/03/2020,"MCO","Monaco","National",
24/03/2020,"MDA","Republic of Moldova","National",
24/03/2020,"MDG","Madagascar","National",
24/03/2020,"MDV","Maldives","National",
24/03/2020,"MEX","Mexico","National",
24/03/2020,"MKD","North Macedonia","National",
24/03/2020,"MLI","Mali","National",
24/03/2020,"MLT","Malta","National",
24/03/2020,"MMR","Myanmar","National",
24/03/2020,"MNE","Montenegro ","National",
24/03/2020,"MNG","Mongolia","National",
24/03/2020,"MOZ","Mozambique","National",
24/03/2020,"MRT","Mauritania ","National",
24/03/2020,"MSR","Montserrat","National",
24/03/2020,"MUS","Mauritius","National",
24/03/2020,"MWI","Malawi ","National",
24/03/2020,"MYS","Malaysia","National",
24/03/2020,"NAM","Namibia  ","National",
24/03/2020,"NER","Niger","National",
24/03/2020,"NGA","Nigeria","National",
24/03/2020,"NLD","Netherlands","National",
24/03/2020,"NOR","Norway","National",
24/03/2020,"NPL","Nepal","National",
24/03/2020,"NZL","New Zealand","National",
24/03/2020,"PAK","Pakistan ","National",
24/03/2020,"PAN","Panama","National",
24/03/2020,"PER","Peru","National",
24/03/2020,"PHL","Philippines","Localized",
24/03/2020,"POL","Poland","National",
24/03/2020,"PRK","Democratic People's Republic of Korea","National",
24/03/2020,"PRT","Portugal","National",
24/03/2020,"PRY","Paraguay ","National",
24/03/2020,"PSE","Palestine","National",
24/03/2020,"QAT","Qatar","National",
24/03/2020,"ROU","Romania","National"," While all schools are closed, most universities are open. "
24/03/2020,"RUS","Russian Federation","Localized"," Majority of schools on holiday "
24/03/2020,"RWA","Rwanda ","National",
24/03/2020,"SAU","Saudi Arabia","National",
24/03/2020,"SDN","Sudan","National",
24/03/2020,"SEN","Senegal","National",
24/03/2020,"SLV","El Salvador","National",
24/03/2020,"SMR","San Marino","National",
24/03/2020,"SOM","Somalia","National","Data on enrolment in tertiary education programmes is not available."
24/03/2020,"SRB","Serbia","National",
24/03/2020,"SSD","South Sudan","National","Data on enrolment in tertiary education programmes is not available."
24/03/2020,"STP","São Tomé and Príncipe","National",
24/03/2020,"SVK","Slovakia","National",
24/03/2020,"SVN","Slovenia","National",
24/03/2020,"SWE","Sweden","National","National closure of all upper secondary educational institutions and universities."
24/03/2020,"SWZ","Eswatini","National",
24/03/2020,"SYC","Seychelles","Localized",
24/03/2020,"SYR","Syria Arab Republic","National",
24/03/2020,"TCD","Chad","National",
24/03/2020,"TGO","Togo","National",
24/03/2020,"THA","Thailand","National",
24/03/2020,"TLS","Timor-Leste","National",
24/03/2020,"TTO","Trinidad and Tobago","National",
24/03/2020,"TUN","Tunisia","National",
24/03/2020,"TUR","Turkey","National",
24/03/2020,"TZA","United Republic of Tanzania","National","Data on enrolment in tertiary education programmes is not available."
24/03/2020,"UGA","Uganda","National",
24/03/2020,"UKR","Ukraine","National",
24/03/2020,"URY","Uruguay","National",
24/03/2020,"USA","United States of America","Localized",
24/03/2020,"UZB","Uzbekistan","National",
24/03/2020,"VCT","Saint Vincent and the Grenadines","National",
24/03/2020,"VEN","Venezuela","National","Data on enrolment in tertiary education programmes is not available."
24/03/2020,"VGB","British Virgin Islands","National",
24/03/2020,"VNM","Viet Nam","National","While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
24/03/2020,"YEM","Yemen","Localized",
24/03/2020,"ZAF","South Africa","National",
24/03/2020,"ZMB","Zambia","National",
24/03/2020,"ZWE","Zimbabwe","National",
25/03/2020,"AFG","Afghanistan","National",
25/03/2020,"AGO","Angola","National",
25/03/2020,"ALB","Albania","National",
25/03/2020,"AND","Andorra","National",
25/03/2020,"ARE","United Arab Emirates","National",
25/03/2020,"ARG","Argentina ","National",
25/03/2020,"ARM","Armenia","National",
25/03/2020,"AUS","Australia","Localized",
25/03/2020,"AUT","Austria","National",
25/03/2020,"AZE","Azerbaijan","National",
25/03/2020,"BEL","Belgium","National",
25/03/2020,"BFA","Burkina Faso ","National",
25/03/2020,"BGD","Bangladesh","National",
25/03/2020,"BGR","Bulgaria","National",
25/03/2020,"BHR","Bahrain","National",
25/03/2020,"BHS","Bahamas","National","Data on enrolment in tertiary education programmes is not available."
25/03/2020,"BIH","Bosnia and Herzegovina","National",
25/03/2020,"BLZ","Belize","National",
25/03/2020,"BMU","Bermuda","National",
25/03/2020,"BOL","Bolivia (Plurinational State of)","National","Data on enrolment in tertiary education programmes is not available."
25/03/2020,"BRA","Brazil","Localized","While 11 of 26 states and the Federal District have anticipated school break, 15 states in Brazil have announced state-wide school closures"
25/03/2020,"BRN","Brunei Darussalam","National",
25/03/2020,"BTN","Bhutan","National",
25/03/2020,"BWA","Botswana","National",
25/03/2020,"CAN","Canada","Localized","The ten Provinces and three Territories have mandated closures of educational institutions, with varying dates, which in some cases coincide with the term break and therefore not related to COVID-19. "
25/03/2020,"CHE","Switzerland","National",
25/03/2020,"CHL","Chile","National",
25/03/2020,"CHN","China","National",
25/03/2020,"CHN","China, Hong Kong Special Administrative Region","National",
25/03/2020,"CHN","China, Macao Special Administrative Region","National",
25/03/2020,"CIV","Cote d'Ivoire","National",
25/03/2020,"CMR","Cameroon","National",
25/03/2020,"COD","Democratic Republic of the Congo","National",
25/03/2020,"COK","Cook Islands","National",
25/03/2020,"COL","Colombia","National",
25/03/2020,"COM","Comoros","National",
25/03/2020,"CRI","Costa Rica","National",
25/03/2020,"CUB","Cuba","National",
25/03/2020,"CYM","Cayman Islands","National","Data on enrolment in tertiary education programmes is not available."
25/03/2020,"CYP","Cyprus","National",
25/03/2020,"CZE","Czechia","National",
25/03/2020,"DEU","Germany","National",
25/03/2020,"DJI","Djibouti","National",
25/03/2020,"DMA","Dominica","National","Data on enrolment in tertiary education programmes is not available."
25/03/2020,"DNK","Denmark","National",
25/03/2020,"DOM","Dominican Republic","National",
25/03/2020,"DZA","Algeria","National",
25/03/2020,"ECU","Ecuador","National",
25/03/2020,"EGY","Egypt","National",
25/03/2020,"ESP","Spain","National",
25/03/2020,"EST","Estonia","National",
25/03/2020,"ETH","Ethiopia","National",
25/03/2020,"FIN","Finland","National",
25/03/2020,"FJI","Fiji","National",
25/03/2020,"FRA","France","National",
25/03/2020,"FRO","Faroe Islands","National","Education will continue in the early grades in special circumstances, and for the higher grades, when considered necessary for the completion of studies."
25/03/2020,"GAB","Gabon","National",
25/03/2020,"GBR","United Kingdom of Great Britain and Northern Ireland","National",
25/03/2020,"GEO","Georgia","National",
25/03/2020,"GHA","Ghana","National",
25/03/2020,"GIB","Gibraltar","National","Data on enrolment in tertiary education programmes is not available."
25/03/2020,"GIN","Guinea","National",
25/03/2020,"GMB","Gambia","National",
25/03/2020,"GNB","Guinea-Bissau","National","Data on enrolment in tertiary education programmes is not available."
25/03/2020,"GNQ","Equatorial Guinea ","National","Data on enrolment in tertiary education programmes is not available."
25/03/2020,"GRC","Greece","National",
25/03/2020,"GRD","Grenada","National",
25/03/2020,"GRL","Greenland","Localized",
25/03/2020,"GTM","Guatemala","National",
25/03/2020,"HND","Honduras","National",
25/03/2020,"HRV","Croatia","National",
25/03/2020,"HTI","Haiti","National",
25/03/2020,"HUN","Hungary","National",
25/03/2020,"IDN","Indonesia","National",
25/03/2020,"IND","India","National",
25/03/2020,"IRL","Ireland","National",
25/03/2020,"IRN","Iran (Islamic Republic of)","National",
25/03/2020,"IRQ","Iraq","National"," Universities on term break. Closures not related to COVID-19. "
25/03/2020,"ISL","Iceland","National","Primary education institutions can remain open, if classes of under 20 children are assured."
25/03/2020,"ISR","Israel","National",
25/03/2020,"ITA","Italy","National",
25/03/2020,"JAM","Jamaica","National",
25/03/2020,"JOR","Jordan","National",
25/03/2020,"JPN","Japan","National",
25/03/2020,"KAZ","Kazakhstan","National",
25/03/2020,"KEN","Kenya","National",
25/03/2020,"KGZ","Kyrgyzstan ","National",
25/03/2020,"KHM","Cambodia","National",
25/03/2020,"KOR","Republic of Korea","National","Following an initial postponement of 2 weeks, universities have started the academic year. Group and face-to-face classes are strongly discouraged, and universities are offering online classes."
25/03/2020,"KWT","Kuwait","National",
25/03/2020,"LAO","Lao PDR","National",
25/03/2020,"LBN","Lebanon","National",
25/03/2020,"LBR","Liberia","National",
25/03/2020,"LBY","Libya","National",
25/03/2020,"LCA","Saint Lucia","National",
25/03/2020,"LIE","Liechtenstein","National",
25/03/2020,"LKA","Sri Lanka","National",
25/03/2020,"LSO","Lesotho","National",
25/03/2020,"LTU","Lithuania","National",
25/03/2020,"LUX","Luxembourg","National",
25/03/2020,"LVA","Latvia","National",
25/03/2020,"MAR","Morocco","National",
25/03/2020,"MCO","Monaco","National",
25/03/2020,"MDA","Republic of Moldova","National",
25/03/2020,"MDG","Madagascar","National",
25/03/2020,"MDV","Maldives","National",
25/03/2020,"MEX","Mexico","National",
25/03/2020,"MKD","North Macedonia","National",
25/03/2020,"MLI","Mali","National",
25/03/2020,"MLT","Malta","National",
25/03/2020,"MMR","Myanmar","National",
25/03/2020,"MNE","Montenegro ","National",
25/03/2020,"MNG","Mongolia","National",
25/03/2020,"MOZ","Mozambique","National",
25/03/2020,"MRT","Mauritania ","National",
25/03/2020,"MSR","Montserrat","National",
25/03/2020,"MUS","Mauritius","National",
25/03/2020,"MWI","Malawi ","National",
25/03/2020,"MYS","Malaysia","National",
25/03/2020,"NAM","Namibia  ","National",
25/03/2020,"NER","Niger","National",
25/03/2020,"NGA","Nigeria","National",
25/03/2020,"NLD","Netherlands","National",
25/03/2020,"NOR","Norway","National",
25/03/2020,"NPL","Nepal","National",
25/03/2020,"NZL","New Zealand","National",
25/03/2020,"PAK","Pakistan ","National",
25/03/2020,"PAN","Panama","National",
25/03/2020,"PER","Peru","National",
25/03/2020,"PHL","Philippines","National",
25/03/2020,"POL","Poland","National",
25/03/2020,"PRK","Democratic People's Republic of Korea","National",
25/03/2020,"PRT","Portugal","National",
25/03/2020,"PSE","Palestine","National",
25/03/2020,"QAT","Qatar","National",
25/03/2020,"ROU","Romania","National"," While all schools are closed, most universities are open. "
25/03/2020,"RUS","Russian Federation","Localized"," Majority of schools on holiday "
25/03/2020,"RWA","Rwanda ","National",
25/03/2020,"SAU","Saudi Arabia","National",
25/03/2020,"SDN","Sudan","National",
25/03/2020,"SEN","Senegal","National",
25/03/2020,"SLV","El Salvador","National",
25/03/2020,"SMR","San Marino","National",
25/03/2020,"SOM","Somalia","National","Data on enrolment in tertiary education programmes is not available."
25/03/2020,"SRB","Serbia","National",
25/03/2020,"SSD","South Sudan","National","Data on enrolment in tertiary education programmes is not available."
25/03/2020,"STP","São Tomé and Príncipe","National",
25/03/2020,"SVK","Slovakia","National",
25/03/2020,"SVN","Slovenia","National",
25/03/2020,"SWE","Sweden","National","National closure of all upper secondary educational institutions and universities."
25/03/2020,"SWZ","Eswatini","National",
25/03/2020,"SYC","Seychelles","Localized",
25/03/2020,"SYR","Syria Arab Republic","National",
25/03/2020,"TCD","Chad","National",
25/03/2020,"TGO","Togo","National",
25/03/2020,"THA","Thailand","National",
25/03/2020,"TLS","Timor-Leste","National",
25/03/2020,"TTO","Trinidad and Tobago","National",
25/03/2020,"TUN","Tunisia","National",
25/03/2020,"TUR","Turkey","National",
25/03/2020,"TZA","United Republic of Tanzania","National","Data on enrolment in tertiary education programmes is not available."
25/03/2020,"UGA","Uganda","National",
25/03/2020,"UKR","Ukraine","National",
25/03/2020,"URY","Uruguay","National",
25/03/2020,"USA","United States of America","Localized",
25/03/2020,"UZB","Uzbekistan","National",
25/03/2020,"VCT","Saint Vincent and the Grenadines","National",
25/03/2020,"VEN","Venezuela","National","Data on enrolment in tertiary education programmes is not available."
25/03/2020,"VGB","British Virgin Islands","National",
25/03/2020,"VNM","Viet Nam","National","While all schools are closed, Grade 12 students are still attending classes, and universities have the choice to remain open. "
25/03/2020,"YEM","Yemen","National",
25/03/2020,"ZAF","South Africa","National",
25/03/2020,"ZMB","Zambia","National",
25/03/2020,"ZWE","Zimbabwe","National",
