"TIME","GEO","UNIT","ICHA11_HC","ICHA11_HF","Value","Flag and Footnotes"
"2015","Slovakia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","99.71",""
"2015","Finland","Million euro","Current health care expenditure (CHE)","All financing schemes","20,373.95","b"
"2015","Finland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","15,504.52","b"
"2015","Finland","Million euro","Current health care expenditure (CHE)","Government schemes","12,590.06","b"
"2015","Finland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2,914.46",""
"2015","Finland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","839.82",""
"2015","Sweden","Million euro","Current health care expenditure (CHE)","All financing schemes","49,428.13",""
"2015","Sweden","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","41,192.07",""
"2015","Sweden","Million euro","Current health care expenditure (CHE)","Government schemes","41,192.07",""
"2015","Sweden","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2015","Sweden","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","581.49",""
"2015","United Kingdom","Million euro","Current health care expenditure (CHE)","All financing schemes","253,013.41",""
"2015","United Kingdom","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","200,849.26",""
"2015","United Kingdom","Million euro","Current health care expenditure (CHE)","Government schemes","200,849.26",""
"2015","United Kingdom","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2015","United Kingdom","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","13,899.74",""
"2015","Iceland","Million euro","Current health care expenditure (CHE)","All financing schemes","1,274.97",""
"2015","Iceland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,030.46",""
"2015","Iceland","Million euro","Current health care expenditure (CHE)","Government schemes","1,030.46",""
"2015","Iceland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2015","Iceland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","19.65",""
"2015","Liechtenstein","Million euro","Current health care expenditure (CHE)","All financing schemes","339.31",""
"2015","Liechtenstein","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","213.43",""
"2015","Liechtenstein","Million euro","Current health care expenditure (CHE)","Government schemes","48.56",""
"2015","Liechtenstein","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","164.87",""
"2015","Liechtenstein","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","44.78",""
"2015","Norway","Million euro","Current health care expenditure (CHE)","All financing schemes","35,220.23",""
"2015","Norway","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","30,118.44",""
"2015","Norway","Million euro","Current health care expenditure (CHE)","Government schemes","30,118.44",""
"2015","Norway","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2015","Norway","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","120.68",""
"2015","Switzerland","Million euro","Current health care expenditure (CHE)","All financing schemes","72,810.46",""
"2015","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","46,130.43",""
"2015","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes","15,753.06",""
"2015","Switzerland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","30,377.36",""
"2015","Switzerland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","5,509.43",""
"2015","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","All financing schemes","1,364.93",""
"2015","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","967.34",""
"2015","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes","29.57",""
"2015","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","937.77",""
"2015","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","3.94",""
"2016","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,247,897.44",""
"2016","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","990,332.65",""
"2016","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes","359,070.91",""
"2016","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","631,261.70",""
"2016","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","59,347.64",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,481,002.12",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,175,610.45",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes","544,348.71",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","631,261.70",""
"2016","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","71,059.38",""
"2016","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,477,818.40",""
"2016","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,172,983.22",""
"2016","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes","544,271.82",""
"2016","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","628,711.36",""
"2016","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","70,852.28",""
"2016","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,400,012.61",""
"2016","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,117,223.55",""
"2016","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes","535,087.30",""
"2016","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","582,136.21",""
"2016","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","67,156.03",""
"2016","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,104,195.17",""
"2016","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","877,217.99",""
"2016","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes","285,928.13",""
"2016","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","591,289.82",""
"2016","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","55,022.83",""
"2016","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,101,613.81",""
"2016","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","875,498.93",""
"2016","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes","285,682.89",""
"2016","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","589,816.00",""
"2016","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","54,995.20",""
"2016","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,087,352.01",""
"2016","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","865,390.80",""
"2016","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes","283,254.55",""
"2016","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","582,136.21",""
"2016","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","54,177.37",""
"2016","Belgium","Million euro","Current health care expenditure (CHE)","All financing schemes","43,753.20",""
"2016","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","33,743.07",""
"2016","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes","8,972.12",""
"2016","Belgium","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","24,770.95",""
"2016","Belgium","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","2,195.21",""
"2016","Bulgaria","Million euro","Current health care expenditure (CHE)","All financing schemes","3,960.50",""
"2016","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","2,010.56",""
"2016","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes","369.97",""
"2016","Bulgaria","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1,640.59",""
"2016","Bulgaria","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","50.51",""
"2016","Czechia","Million euro","Current health care expenditure (CHE)","All financing schemes","12,609.76",""
"2016","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","10,337.18",""
"2016","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes","1,553.93",""
"2016","Czechia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","8,783.25",""
"2016","Czechia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","378.11",""
"2016","Denmark","Million euro","Current health care expenditure (CHE)","All financing schemes","28,720.24",""
"2016","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","24,160.16",""
"2016","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes","24,160.16",""
"2016","Denmark","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2016","Denmark","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","621.85",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","All financing schemes","351,701.00",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","296,221.00",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Government schemes","23,975.00",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","272,246.00",""
"2016","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","10,721.00",""
"2016","Estonia","Million euro","Current health care expenditure (CHE)","All financing schemes","1,410.14",""
"2016","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,066.86",""
"2016","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes","150.44",""
"2016","Estonia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","916.43",""
"2016","Estonia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","23.35",""
"2016","Ireland","Million euro","Current health care expenditure (CHE)","All financing schemes","20,171.70",""
"2016","Ireland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","14,620.71",""
"2016","Ireland","Million euro","Current health care expenditure (CHE)","Government schemes","14,556.82",""
"2016","Ireland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","63.88",""
"2016","Ireland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","2,973.83",""
"2016","Greece","Million euro","Current health care expenditure (CHE)","All financing schemes","14,616.36",""
"2016","Greece","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","8,923.75",""
"2016","Greece","Million euro","Current health care expenditure (CHE)","Government schemes","4,518.96",""
"2016","Greece","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,404.78",""
"2016","Greece","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","597.03",""
"2016","Spain","Million euro","Current health care expenditure (CHE)","All financing schemes","100,366.68",""
"2016","Spain","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","71,352.02",""
"2016","Spain","Million euro","Current health care expenditure (CHE)","Government schemes","67,058.64",""
"2016","Spain","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,293.38",""
"2016","Spain","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","4,987.60",""
"2016","France","Million euro","Current health care expenditure (CHE)","All financing schemes","256,454.75",""
"2016","France","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","213,018.50",""
"2016","France","Million euro","Current health care expenditure (CHE)","Government schemes","13,366.39",""
"2016","France","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","199,652.06",""
"2016","France","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","18,941.43",""
"2016","Croatia","Million euro","Current health care expenditure (CHE)","All financing schemes","3,183.72",""
"2016","Croatia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","2,627.23",""
"2016","Croatia","Million euro","Current health care expenditure (CHE)","Government schemes","76.89",""
"2016","Croatia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2,550.34",""
"2016","Croatia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","207.11",""
"2016","Italy","Million euro","Current health care expenditure (CHE)","All financing schemes","150,067.00",""
"2016","Italy","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","111,988.00",""
"2016","Italy","Million euro","Current health care expenditure (CHE)","Government schemes","111,592.00",""
"2016","Italy","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","396.00",""
"2016","Italy","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","3,676.00",""
"2016","Cyprus","Million euro","Current health care expenditure (CHE)","All financing schemes","1,255.20",""
"2016","Cyprus","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","528.96",""
"2016","Cyprus","Million euro","Current health care expenditure (CHE)","Government schemes","524.82",""
"2016","Cyprus","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4.14",""
"2016","Cyprus","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","158.32",""
"2016","Latvia","Million euro","Current health care expenditure (CHE)","All financing schemes","1,556.09",""
"2016","Latvia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","869.34",""
"2016","Latvia","Million euro","Current health care expenditure (CHE)","Government schemes","869.34",""
"2016","Latvia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2016","Latvia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","12.61",""
"2016","Lithuania","Million euro","Current health care expenditure (CHE)","All financing schemes","2,581.36",""
"2016","Lithuania","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,719.06",""
"2016","Lithuania","Million euro","Current health care expenditure (CHE)","Government schemes","245.24",""
"2016","Lithuania","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1,473.82",""
"2016","Lithuania","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","27.63",""
"2016","Luxembourg","Million euro","Current health care expenditure (CHE)","All financing schemes","2,915.41",""
"2016","Luxembourg","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","2,449.36",""
"2016","Luxembourg","Million euro","Current health care expenditure (CHE)","Government schemes","134.63",""
"2016","Luxembourg","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2,314.73",""
"2016","Luxembourg","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","123.36",""
"2016","Hungary","Million euro","Current health care expenditure (CHE)","All financing schemes","8,126.93",""
"2016","Hungary","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","5,532.26",""
"2016","Hungary","Million euro","Current health care expenditure (CHE)","Government schemes","690.49",""
"2016","Hungary","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,841.77",""
"2016","Hungary","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","343.78",""
"2016","Malta","Million euro","Current health care expenditure (CHE)","All financing schemes","945.12",""
"2016","Malta","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","595.69",""
"2016","Malta","Million euro","Current health care expenditure (CHE)","Government schemes","595.69",""
"2016","Malta","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2016","Malta","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","17.34",""
"2016","Netherlands","Million euro","Current health care expenditure (CHE)","All financing schemes","72,963.30",""
"2016","Netherlands","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","59,223.53",""
"2016","Netherlands","Million euro","Current health care expenditure (CHE)","Government schemes","4,597.27",""
"2016","Netherlands","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","54,626.26",""
"2016","Netherlands","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","5,494.56",""
"2016","Austria","Million euro","Current health care expenditure (CHE)","All financing schemes","37,116.63",""
"2016","Austria","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","27,397.53",""
"2016","Austria","Million euro","Current health care expenditure (CHE)","Government schemes","11,080.97",""
"2016","Austria","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","16,316.55",""
"2016","Austria","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","2,555.13",""
"2016","Poland","Million euro","Current health care expenditure (CHE)","All financing schemes","27,756.39",""
"2016","Poland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","19,387.49",""
"2016","Poland","Million euro","Current health care expenditure (CHE)","Government schemes","2,782.35",""
"2016","Poland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","16,605.15",""
"2016","Poland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","2,000.36",""
"2016","Portugal","Million euro","Current health care expenditure (CHE)","All financing schemes","16,853.78",""
"2016","Portugal","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","11,175.67",""
"2016","Portugal","Million euro","Current health care expenditure (CHE)","Government schemes","10,961.71",""
"2016","Portugal","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","213.96",""
"2016","Portugal","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","994.02",""
"2016","Romania","Million euro","Current health care expenditure (CHE)","All financing schemes","8,509.07",""
"2016","Romania","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","6,664.98",""
"2016","Romania","Million euro","Current health care expenditure (CHE)","Government schemes","1,114.21",""
"2016","Romania","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","5,550.77",""
"2016","Romania","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","78.03",""
"2016","Slovenia","Million euro","Current health care expenditure (CHE)","All financing schemes","3,428.78",""
"2016","Slovenia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","2,493.69",""
"2016","Slovenia","Million euro","Current health care expenditure (CHE)","Government schemes","136.30",""
"2016","Slovenia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2,357.39",""
"2016","Slovenia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","524.28",""
"2016","Slovakia","Million euro","Current health care expenditure (CHE)","All financing schemes","5,666.47",""
"2016","Slovakia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","4,553.60",""
"2016","Slovakia","Million euro","Current health care expenditure (CHE)","Government schemes","151.76",""
"2016","Slovakia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,401.84",""
"2016","Slovakia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","81.93",""
"2016","Finland","Million euro","Current health care expenditure (CHE)","All financing schemes","20,372.21",""
"2016","Finland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","15,277.68",""
"2016","Finland","Million euro","Current health care expenditure (CHE)","Government schemes","12,440.03",""
"2016","Finland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","2,837.65",""
"2016","Finland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","918.20",""
"2016","Sweden","Million euro","Current health care expenditure (CHE)","All financing schemes","50,835.68",""
"2016","Sweden","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","42,394.79",""
"2016","Sweden","Million euro","Current health care expenditure (CHE)","Government schemes","42,394.79",""
"2016","Sweden","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2016","Sweden","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","645.06",""
"2016","United Kingdom","Million euro","Current health care expenditure (CHE)","All financing schemes","233,104.67",""
"2016","United Kingdom","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","185,277.81",""
"2016","United Kingdom","Million euro","Current health care expenditure (CHE)","Government schemes","185,277.81",""
"2016","United Kingdom","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2016","United Kingdom","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","11,711.74",""
"2016","Iceland","Million euro","Current health care expenditure (CHE)","All financing schemes","1,522.48",""
"2016","Iceland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,240.98",""
"2016","Iceland","Million euro","Current health care expenditure (CHE)","Government schemes","1,240.98",""
"2016","Iceland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2016","Iceland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","24.68",""
"2016","Liechtenstein","Million euro","Current health care expenditure (CHE)","All financing schemes","342.50",""
"2016","Liechtenstein","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","214.22",""
"2016","Liechtenstein","Million euro","Current health care expenditure (CHE)","Government schemes","49.34",""
"2016","Liechtenstein","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","164.88",""
"2016","Liechtenstein","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","45.81",""
"2016","Norway","Million euro","Current health care expenditure (CHE)","All financing schemes","35,318.92",""
"2016","Norway","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","30,155.10",""
"2016","Norway","Million euro","Current health care expenditure (CHE)","Government schemes","30,155.10",""
"2016","Norway","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2016","Norway","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","123.46",""
"2016","Switzerland","Million euro","Current health care expenditure (CHE)","All financing schemes","74,031.28",""
"2016","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","46,476.16",""
"2016","Switzerland","Million euro","Current health care expenditure (CHE)","Government schemes","15,535.03",""
"2016","Switzerland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","30,941.13",""
"2016","Switzerland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","5,669.92",""
"2016","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","All financing schemes","1,410.81",""
"2016","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,001.94",""
"2016","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Government schemes","31.85",""
"2016","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","970.09",""
"2016","Bosnia and Herzegovina","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","4.23",""
"2017","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2017","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2017","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2017","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2017","European Union - 27 countries (from 2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2017","European Union - 28 countries (2013-2020)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2017","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2017","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2017","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2017","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2017","European Union - 27 countries (2007-2013)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
